PERMNO,date,TICKER,PRC,VOL,RET
10107,2024-06-06,MSFT,424.51999,14760086,0.001203
10107,2024-06-07,MSFT,423.85001,13542338,-0.001578
10107,2024-06-10,MSFT,427.87000,13894569,0.009484
10107,2024-06-11,MSFT,432.67999,14442965,0.011242
10107,2024-06-12,MSFT,441.06000,22158443,0.019368
10107,2024-06-13,MSFT,441.57999,15844702,0.001179
10107,2024-06-14,MSFT,442.57001,13495309,0.002242
10107,2024-06-17,MSFT,448.37000,20678207,0.013105
10107,2024-06-18,MSFT,446.34000,16979593,-0.004528
10107,2024-06-20,MSFT,445.70001,19616599,-0.001434
10107,2024-06-21,MSFT,449.78000,34288741,0.009154
10107,2024-06-24,MSFT,447.67001,15751623,-0.004691
10107,2024-06-25,MSFT,450.95001,16611044,0.007327
10107,2024-06-26,MSFT,452.16000,16422472,0.002683
10107,2024-06-27,MSFT,452.85001,14663990,0.001526
10107,2024-06-28,MSFT,446.95001,28013073,-0.013029
10107,2024-07-01,MSFT,456.73001,17444696,0.021882
10107,2024-07-02,MSFT,459.28000,13899176,0.005583
10107,2024-07-03,MSFT,460.76999,9811535,0.003244
10107,2024-07-05,MSFT,467.56000,15907319,0.014736
10107,2024-07-08,MSFT,466.23999,12822151,-0.002823
10107,2024-07-09,MSFT,459.54001,17060355,-0.014370
10107,2024-07-10,MSFT,466.25000,18050893,0.014602
10107,2024-07-11,MSFT,454.70001,22872453,-0.024772
10107,2024-07-12,MSFT,453.54999,16133013,-0.002529
10107,2024-07-15,MSFT,453.95999,14319416,0.000904
10107,2024-07-16,MSFT,449.51999,17030807,-0.009781
10107,2024-07-17,MSFT,443.51999,21710866,-0.013348
10107,2024-07-18,MSFT,440.37000,20619085,-0.007102
10107,2024-07-19,MSFT,437.10999,20769791,-0.007403
10107,2024-07-22,MSFT,442.94000,15703549,0.013338
10107,2024-07-23,MSFT,444.85001,13052351,0.004312
10107,2024-07-24,MSFT,428.89999,26621647,-0.035855
10107,2024-07-25,MSFT,418.39999,29512557,-0.024481
10107,2024-07-26,MSFT,425.26999,23416105,0.016420
10107,2024-07-29,MSFT,426.73001,14967564,0.003433
10107,2024-07-30,MSFT,422.92001,32031560,-0.008928
10107,2024-07-31,MSFT,418.35001,42411431,-0.010806
10107,2024-08-01,MSFT,417.10999,30541492,-0.002964
10107,2024-08-02,MSFT,408.48999,29078076,-0.020666
10107,2024-08-05,MSFT,395.14999,40255236,-0.032657
10107,2024-08-06,MSFT,399.60999,24612950,0.011287
10107,2024-08-07,MSFT,398.42999,20509096,-0.002953
10107,2024-08-08,MSFT,402.69000,20069294,0.010692
10107,2024-08-09,MSFT,406.01999,19195314,0.008269
10107,2024-08-12,MSFT,406.81000,16679078,0.001946
10107,2024-08-13,MSFT,414.01001,19322150,0.017699
10107,2024-08-14,MSFT,416.85999,18220088,0.006884
10107,2024-08-15,MSFT,421.03000,20617953,0.011803
10107,2024-08-16,MSFT,418.47000,22701253,-0.006080
10107,2024-08-19,MSFT,421.53000,15139179,0.007312
10107,2024-08-20,MSFT,424.79999,16372327,0.007757
10107,2024-08-21,MSFT,424.14001,15934768,-0.001554
10107,2024-08-22,MSFT,415.54999,19242772,-0.020253
10107,2024-08-23,MSFT,416.79001,18372523,0.002984
10107,2024-08-26,MSFT,413.48999,13035184,-0.007918
10107,2024-08-27,MSFT,413.84000,13375324,0.000846
10107,2024-08-28,MSFT,410.60001,14752763,-0.007829
10107,2024-08-29,MSFT,413.12000,16882720,0.006137
10107,2024-08-30,MSFT,417.14001,24055056,0.009731
10107,2024-09-03,MSFT,409.44000,20081838,-0.018459
10107,2024-09-04,MSFT,408.89999,15002927,-0.001319
10107,2024-09-05,MSFT,408.39001,14005315,-0.001247
10107,2024-09-06,MSFT,401.70001,19475423,-0.016381
10107,2024-09-09,MSFT,405.72000,15152874,0.010007
10107,2024-09-10,MSFT,414.20001,19396521,0.020901
10107,2024-09-11,MSFT,423.04001,19102731,0.021342
10107,2024-09-12,MSFT,427.00000,17253430,0.009361
10107,2024-09-13,MSFT,430.59000,15770766,0.008407
10107,2024-09-16,MSFT,431.34000,13726339,0.001742
10107,2024-09-17,MSFT,435.14999,18720809,0.008833
10107,2024-09-18,MSFT,430.81000,18706906,-0.009974
10107,2024-09-19,MSFT,438.69000,21522774,0.018291
10107,2024-09-20,MSFT,435.26999,54918188,-0.007796
10107,2024-09-23,MSFT,433.51001,15030763,-0.004043
10107,2024-09-24,MSFT,429.17001,16856994,-0.010011
10107,2024-09-25,MSFT,432.10999,13285870,0.006850
10107,2024-09-26,MSFT,431.31000,14330814,-0.001851
10107,2024-09-27,MSFT,428.01999,15980709,-0.007628
10107,2024-09-30,MSFT,430.29999,16727427,0.005327
10107,2024-10-01,MSFT,420.69000,18938781,-0.022333
10107,2024-10-02,MSFT,417.13000,16315283,-0.008462
10107,2024-10-03,MSFT,416.54001,13537953,-0.001414
10107,2024-10-04,MSFT,416.06000,19077845,-0.001152
10107,2024-10-07,MSFT,409.54001,20673822,-0.015671
10107,2024-10-08,MSFT,414.70999,19076113,0.012624
10107,2024-10-09,MSFT,417.45999,14870744,0.006631
10107,2024-10-10,MSFT,415.84000,13729805,-0.003881
10107,2024-10-11,MSFT,416.32001,14045649,0.001154
10107,2024-10-14,MSFT,419.14001,16568744,0.006774
10107,2024-10-15,MSFT,418.73999,18754075,-0.000954
10107,2024-10-16,MSFT,416.12000,15384950,-0.006257
10107,2024-10-17,MSFT,416.72000,14730457,0.001442
10107,2024-10-18,MSFT,418.16000,17054585,0.003456
10107,2024-10-21,MSFT,418.78000,14102074,0.001483
10107,2024-10-22,MSFT,427.51001,25273568,0.020846
10107,2024-10-23,MSFT,424.60001,19499792,-0.006807
10107,2024-10-24,MSFT,424.73001,13513603,0.000306
10107,2024-10-25,MSFT,428.14999,17042356,0.008052
10107,2024-10-28,MSFT,426.59000,14734257,-0.003644
10107,2024-10-29,MSFT,431.95001,17537160,0.012565
10107,2024-10-30,MSFT,432.53000,29367685,0.001343
10107,2024-10-31,MSFT,406.35001,53273456,-0.060528
10107,2024-11-01,MSFT,410.37000,24048819,0.009893
10107,2024-11-04,MSFT,408.45999,19525749,-0.004654
10107,2024-11-05,MSFT,411.45999,17456111,0.007345
10107,2024-11-06,MSFT,420.17999,26407190,0.021193
10107,2024-11-07,MSFT,425.42999,19720232,0.012495
10107,2024-11-08,MSFT,422.54001,16778435,-0.006793
10107,2024-11-11,MSFT,418.01001,24331439,-0.010721
10107,2024-11-12,MSFT,423.03000,19230383,0.012009
10107,2024-11-13,MSFT,425.20001,21308759,0.005130
10107,2024-11-14,MSFT,426.89001,30050921,0.003975
10107,2024-11-15,MSFT,415.00000,28777331,-0.027853
10107,2024-11-18,MSFT,415.76001,24618460,0.001831
10107,2024-11-19,MSFT,417.79001,17963152,0.004883
10107,2024-11-20,MSFT,415.48999,19081356,-0.005505
10107,2024-11-21,MSFT,412.87000,20578044,-0.004308
10107,2024-11-22,MSFT,417.00000,24636831,0.010003
10107,2024-11-25,MSFT,418.79001,27587928,0.004293
10107,2024-11-26,MSFT,427.98999,23269477,0.021968
10107,2024-11-27,MSFT,422.98999,18165022,-0.011683
10107,2024-11-29,MSFT,423.45999,16824185,0.001111
10107,2024-12-02,MSFT,430.98001,20060790,0.017759
10107,2024-12-03,MSFT,431.20001,18153847,0.000510
10107,2024-12-04,MSFT,437.42001,25795196,0.014425
10107,2024-12-05,MSFT,442.62000,21529986,0.011888
10107,2024-12-06,MSFT,443.57001,18679782,0.002146
10107,2024-12-09,MSFT,446.01999,18864847,0.005523
10107,2024-12-10,MSFT,443.32999,18343169,-0.006031
10107,2024-12-11,MSFT,448.98999,19079666,0.012767
10107,2024-12-12,MSFT,449.56000,20606737,0.001270
10107,2024-12-13,MSFT,447.26999,20000538,-0.005094
10107,2024-12-16,MSFT,451.59000,23416294,0.009659
10107,2024-12-17,MSFT,454.45999,22590136,0.006355
10107,2024-12-18,MSFT,437.39001,24205593,-0.037561
10107,2024-12-19,MSFT,437.03000,22817765,-0.000823
10107,2024-12-20,MSFT,436.60001,64040182,-0.000984
10107,2024-12-23,MSFT,435.25000,18961866,-0.003092
10107,2024-12-24,MSFT,439.32999,7120367,0.009374
10107,2024-12-26,MSFT,438.10999,8132242,-0.002777
10107,2024-12-27,MSFT,430.53000,17980968,-0.017302
10107,2024-12-30,MSFT,424.82999,13072288,-0.013240
10107,2024-12-31,MSFT,421.50000,13096488,-0.007838
14593,2024-01-02,AAPL,185.64000,81752737,-0.035787
14593,2024-01-03,AAPL,184.25000,58136569,-0.007488
14593,2024-01-04,AAPL,181.91000,71280275,-0.012700
14593,2024-01-05,AAPL,181.17999,62064040,-0.004013
14593,2024-01-08,AAPL,185.56000,58748031,0.024175
14593,2024-01-09,AAPL,185.14000,42661129,-0.002263
14593,2024-01-10,AAPL,186.19000,46552743,0.005671
14593,2024-01-11,AAPL,185.59000,48864529,-0.003223
14593,2024-01-12,AAPL,185.92000,40351273,0.001778
14593,2024-01-16,AAPL,183.63000,65458029,-0.012317
14593,2024-01-17,AAPL,182.67999,47092050,-0.005174
14593,2024-01-18,AAPL,188.63000,77548114,0.032571
14593,2024-01-19,AAPL,191.56000,68570886,0.015533
14593,2024-01-22,AAPL,193.89000,59881026,0.012163
14593,2024-01-23,AAPL,195.17999,42079996,0.006653
14593,2024-01-24,AAPL,194.50000,53312311,-0.003484
14593,2024-01-25,AAPL,194.17000,54347995,-0.001697
14593,2024-01-26,AAPL,192.42000,44277670,-0.009013
14593,2024-01-29,AAPL,191.73000,46863644,-0.003586
14593,2024-01-30,AAPL,188.03999,55466305,-0.019246
14593,2024-01-31,AAPL,184.39999,55250387,-0.019358
14593,2024-02-01,AAPL,186.86000,63848003,0.013341
14593,2024-02-02,AAPL,185.85001,101668568,-0.005405
14593,2024-02-05,AAPL,187.67999,68644349,0.009847
14593,2024-02-06,AAPL,189.30000,43168356,0.008632
14593,2024-02-07,AAPL,189.41000,52425169,0.000581
14593,2024-02-08,AAPL,188.32001,40543899,-0.005755
14593,2024-02-09,AAPL,188.85001,44510858,0.004089
14593,2024-02-12,AAPL,187.14999,41277596,-0.009002
14593,2024-02-13,AAPL,185.03999,56069701,-0.011274
14593,2024-02-14,AAPL,184.14999,54139130,-0.004810
14593,2024-02-15,AAPL,183.86000,64755044,-0.001575
14593,2024-02-16,AAPL,182.31000,49866412,-0.008430
14593,2024-02-20,AAPL,181.56000,53201807,-0.004114
14593,2024-02-21,AAPL,182.32001,41135120,0.004186
14593,2024-02-22,AAPL,184.37000,51655137,0.011244
14593,2024-02-23,AAPL,182.52000,44657400,-0.010034
14593,2024-02-26,AAPL,181.16000,40464653,-0.007451
14593,2024-02-27,AAPL,182.63000,53722642,0.008114
14593,2024-02-28,AAPL,181.42000,48458064,-0.006625
14593,2024-02-29,AAPL,180.75000,135428998,-0.003693
14593,2024-03-01,AAPL,179.66000,72747269,-0.006030
14593,2024-03-04,AAPL,175.10001,80724732,-0.025381
14593,2024-03-05,AAPL,170.12000,94191875,-0.028441
14593,2024-03-06,AAPL,169.12000,67653146,-0.005878
14593,2024-03-07,AAPL,169.00000,70362028,-0.000710
14593,2024-03-08,AAPL,170.73000,74863367,0.010237
14593,2024-03-11,AAPL,172.75000,59084259,0.011832
14593,2024-03-12,AAPL,173.23000,58713250,0.002779
14593,2024-03-13,AAPL,171.13000,51433531,-0.012123
14593,2024-03-14,AAPL,173.00000,71480501,0.010927
14593,2024-03-15,AAPL,172.62000,120263495,-0.002197
14593,2024-03-18,AAPL,173.72000,74219823,0.006372
14593,2024-03-19,AAPL,176.08000,54211960,0.013585
14593,2024-03-20,AAPL,178.67000,52596436,0.014709
14593,2024-03-21,AAPL,171.37000,104274564,-0.040857
14593,2024-03-22,AAPL,172.28000,69703443,0.005310
14593,2024-03-25,AAPL,170.85001,53177826,-0.008300
14593,2024-03-26,AAPL,169.71001,56296795,-0.006673
14593,2024-03-27,AAPL,173.31000,59070464,0.021213
14593,2024-03-28,AAPL,171.48000,64474960,-0.010559
14593,2024-04-01,AAPL,170.03000,45509534,-0.008456
14593,2024-04-02,AAPL,168.84000,48815203,-0.006999
14593,2024-04-03,AAPL,169.64999,46820649,0.004797
14593,2024-04-04,AAPL,168.82001,52753534,-0.004892
14593,2024-04-05,AAPL,169.58000,41391973,0.004502
14593,2024-04-08,AAPL,168.45000,37093179,-0.006664
14593,2024-04-09,AAPL,169.67000,41811920,0.007243
14593,2024-04-10,AAPL,167.78000,49272107,-0.011139
14593,2024-04-11,AAPL,175.03999,89587514,0.043271
14593,2024-04-12,AAPL,176.55000,100511470,0.008627
14593,2024-04-15,AAPL,172.69000,72471802,-0.021863
14593,2024-04-16,AAPL,169.38000,72451090,-0.019167
14593,2024-04-17,AAPL,168.00000,50156406,-0.008147
14593,2024-04-18,AAPL,167.03999,42706470,-0.005714
14593,2024-04-19,AAPL,165.00000,66845466,-0.012213
14593,2024-04-22,AAPL,165.84000,47434012,0.005091
14593,2024-04-23,AAPL,166.89999,48699631,0.006392
14593,2024-04-24,AAPL,169.02000,47513226,0.012702
14593,2024-04-25,AAPL,169.89000,49766518,0.005147
14593,2024-04-26,AAPL,169.30000,44023777,-0.003473
14593,2024-04-29,AAPL,173.50000,66913206,0.024808
14593,2024-04-30,AAPL,170.33000,65045569,-0.018271
14593,2024-05-01,AAPL,169.30000,49565300,-0.006047
14593,2024-05-02,AAPL,173.03000,92355801,0.022032
14593,2024-05-03,AAPL,183.38000,160933944,0.059816
14593,2024-05-06,AAPL,181.71001,77188265,-0.009107
14593,2024-05-07,AAPL,182.39999,76001539,0.003797
14593,2024-05-08,AAPL,182.74001,44238466,0.001864
14593,2024-05-09,AAPL,184.57001,48068127,0.010014
14593,2024-05-10,AAPL,183.05000,49853118,-0.006881
14593,2024-05-13,AAPL,186.28000,70645579,0.017645
14593,2024-05-14,AAPL,187.42999,51423203,0.006173
14593,2024-05-15,AAPL,189.72000,69077287,0.012218
14593,2024-05-16,AAPL,189.84000,51839858,0.000632
14593,2024-05-17,AAPL,189.87000,40456720,0.000158
14593,2024-05-20,AAPL,191.03999,43906561,0.006162
14593,2024-05-21,AAPL,192.35001,41739170,0.006857
14593,2024-05-22,AAPL,190.89999,34264370,-0.007538
14593,2024-05-23,AAPL,186.88000,50281306,-0.021058
14593,2024-05-24,AAPL,189.98000,35824575,0.016588
14593,2024-05-28,AAPL,189.99001,51647543,0.000053
14593,2024-05-29,AAPL,190.28999,52408617,0.001579
14593,2024-05-30,AAPL,191.28999,49157183,0.005255
14593,2024-05-31,AAPL,192.25000,74471734,0.005019
14593,2024-06-03,AAPL,194.03000,49089276,0.009259
14593,2024-06-04,AAPL,194.35001,47316869,0.001649
14593,2024-06-05,AAPL,195.87000,53184858,0.007821
14593,2024-06-06,AAPL,194.48000,40344317,-0.007097
14593,2024-06-07,AAPL,196.89000,52269263,0.012392
14593,2024-06-10,AAPL,193.12000,96067234,-0.019148
14593,2024-06-11,AAPL,207.14999,169747405,0.072649
14593,2024-06-12,AAPL,213.07001,195115606,0.028578
14593,2024-06-13,AAPL,214.24001,95852076,0.005491
14593,2024-06-14,AAPL,212.49001,69020228,-0.008168
14593,2024-06-17,AAPL,216.67000,91882658,0.019671
14593,2024-06-18,AAPL,214.28999,78557501,-0.010984
14593,2024-06-20,AAPL,209.67999,84556823,-0.021513
14593,2024-06-21,AAPL,207.49001,243850836,-0.010444
14593,2024-06-24,AAPL,208.14000,79306648,0.003133
14593,2024-06-25,AAPL,209.07001,55917096,0.004468
14593,2024-06-26,AAPL,213.25000,65196315,0.019993
14593,2024-06-27,AAPL,214.10001,48887019,0.003986
14593,2024-06-28,AAPL,210.62000,81196717,-0.016254
14593,2024-07-01,AAPL,216.75000,59643128,0.029105
14593,2024-07-02,AAPL,220.27000,57884589,0.016240
14593,2024-07-03,AAPL,221.55000,36741188,0.005811
14593,2024-07-05,AAPL,226.34000,59203622,0.021620
14593,2024-07-08,AAPL,227.82001,58154972,0.006539
14593,2024-07-09,AAPL,228.67999,47504694,0.003775
14593,2024-07-10,AAPL,232.98000,61910062,0.018804
14593,2024-07-11,AAPL,227.57001,63946418,-0.023221
14593,2024-07-12,AAPL,230.53999,52435155,0.013051
14593,2024-07-15,AAPL,234.39999,62042273,0.016743
14593,2024-07-16,AAPL,234.82001,40859203,0.001792
14593,2024-07-17,AAPL,228.88000,56728814,-0.025296
14593,2024-07-18,AAPL,224.17999,65247057,-0.020535
14593,2024-07-19,AAPL,224.31000,48796853,0.000580
14593,2024-07-22,AAPL,223.96001,47733679,-0.001560
14593,2024-07-23,AAPL,225.00999,39828738,0.004688
14593,2024-07-24,AAPL,218.53999,61108984,-0.028754
14593,2024-07-25,AAPL,217.49001,50653709,-0.004805
14593,2024-07-26,AAPL,217.96001,41224408,0.002161
14593,2024-07-29,AAPL,218.24001,35884958,0.001285
14593,2024-07-30,AAPL,218.80000,41513290,0.002566
14593,2024-07-31,AAPL,222.08000,49384245,0.014991
14593,2024-08-01,AAPL,218.36000,61516427,-0.016751
14593,2024-08-02,AAPL,219.86000,104337028,0.006869
14593,2024-08-05,AAPL,209.27000,117372828,-0.048167
14593,2024-08-06,AAPL,207.23000,68686584,-0.009748
14593,2024-08-07,AAPL,209.82001,63136440,0.012498
14593,2024-08-08,AAPL,213.31000,46848084,0.016633
14593,2024-08-09,AAPL,216.24001,41964918,0.013736
14593,2024-08-12,AAPL,217.53000,37839981,0.007122
14593,2024-08-13,AAPL,221.27000,43848801,0.017193
14593,2024-08-14,AAPL,221.72000,41571924,0.002034
14593,2024-08-15,AAPL,224.72000,45971981,0.013531
14593,2024-08-16,AAPL,226.05000,44008437,0.005918
14593,2024-08-19,AAPL,225.89000,40338654,-0.000708
14593,2024-08-20,AAPL,226.50999,30104087,0.002745
14593,2024-08-21,AAPL,226.39999,34483244,-0.000486
14593,2024-08-22,AAPL,224.53000,43464462,-0.008260
14593,2024-08-23,AAPL,226.84000,38392140,0.010288
14593,2024-08-26,AAPL,227.17999,30373743,0.001499
14593,2024-08-27,AAPL,228.03000,35623109,0.003742
14593,2024-08-28,AAPL,226.49001,38938714,-0.006753
14593,2024-08-29,AAPL,229.78999,51060159,0.014570
14593,2024-08-30,AAPL,229.00000,52536466,-0.003438
14593,2024-09-03,AAPL,222.77000,49688149,-0.027205
14593,2024-09-04,AAPL,220.85001,43129064,-0.008619
14593,2024-09-05,AAPL,222.38000,36231974,0.006928
14593,2024-09-06,AAPL,220.82001,47939321,-0.007015
14593,2024-09-09,AAPL,220.91000,66381414,0.000408
14593,2024-09-10,AAPL,220.11000,51030893,-0.003621
14593,2024-09-11,AAPL,222.66000,44094156,0.011585
14593,2024-09-12,AAPL,222.77000,36986245,0.000494
14593,2024-09-13,AAPL,222.50000,36197617,-0.001212
14593,2024-09-16,AAPL,216.32001,58404874,-0.027775
14593,2024-09-17,AAPL,216.78999,44839129,0.002173
14593,2024-09-18,AAPL,220.69000,59289201,0.017990
14593,2024-09-19,AAPL,228.87000,66026846,0.037066
14593,2024-09-20,AAPL,228.20000,315782816,-0.002927
14593,2024-09-23,AAPL,226.47000,53766926,-0.007581
14593,2024-09-24,AAPL,227.37000,43244326,0.003974
14593,2024-09-25,AAPL,226.37000,41928952,-0.004398
14593,2024-09-26,AAPL,227.52000,36432229,0.005080
14593,2024-09-27,AAPL,227.78999,34294521,0.001187
14593,2024-09-30,AAPL,233.00000,54188325,0.022872
14593,2024-10-01,AAPL,226.21001,62692271,-0.029142
14593,2024-10-02,AAPL,226.78000,32520510,0.002520
14593,2024-10-03,AAPL,225.67000,33598473,-0.004895
14593,2024-10-04,AAPL,226.80000,36988839,0.005007
14593,2024-10-07,AAPL,221.69000,39039918,-0.022531
14593,2024-10-08,AAPL,225.77000,31457828,0.018404
14593,2024-10-09,AAPL,229.53999,33220574,0.016698
14593,2024-10-10,AAPL,229.03999,27896022,-0.002178
14593,2024-10-11,AAPL,227.55000,31333750,-0.006505
14593,2024-10-14,AAPL,231.30000,39599217,0.016480
14593,2024-10-15,AAPL,233.85001,64089447,0.011025
14593,2024-10-16,AAPL,231.78000,33882280,-0.008852
14593,2024-10-17,AAPL,232.14999,32615969,0.001596
14593,2024-10-18,AAPL,235.00000,45964572,0.012277
14593,2024-10-21,AAPL,236.48000,35953283,0.006298
14593,2024-10-22,AAPL,235.86000,38457273,-0.002622
14593,2024-10-23,AAPL,230.75999,51820670,-0.021623
14593,2024-10-24,AAPL,230.57001,31107111,-0.000823
14593,2024-10-25,AAPL,231.41000,38655670,0.003643
14593,2024-10-28,AAPL,233.39999,35752652,0.008599
14593,2024-10-29,AAPL,233.67000,35181349,0.001157
14593,2024-10-30,AAPL,230.10001,46587945,-0.015278
14593,2024-10-31,AAPL,225.91000,63557692,-0.018209
14593,2024-11-01,AAPL,222.91000,64711362,-0.013280
14593,2024-11-04,AAPL,222.00999,44639093,-0.004038
14593,2024-11-05,AAPL,223.45000,27750156,0.006486
14593,2024-11-06,AAPL,222.72000,54165325,-0.003267
14593,2024-11-07,AAPL,227.48000,42215843,0.021372
14593,2024-11-08,AAPL,226.96001,38104002,-0.001187
14593,2024-11-11,AAPL,224.23000,41592541,-0.012029
14593,2024-11-12,AAPL,224.23000,40060121,0.000000
14593,2024-11-13,AAPL,225.12000,48185800,0.003969
14593,2024-11-14,AAPL,228.22000,44481739,0.013770
